CALLDATE,LOGINTIME,DAYSWORKED,TOTALTALKTIME,INCOMINGCALLS,OUTGOINGEXTERNAL,HOLDTIME,WRAPTIME,TOTALHANDLETIME,AHTHANDLETIME,OUTBOUNDOFFERED,PERSONAL,READY,SMSCFLOORSUPPORT,LUNCH30,LUNCH60,INCOMINGCHAT,AGENT
7/5/2022,439,1,7563,0,0,0,72,7635,7635,0,1,285,0,1,0,16,Agent 35
7/5/2022,554,1,15727,52,3,2333,795,18855,18234,18,64,26,0,0,1,0,Agent 36
7/5/2022,384,1,16406,46,1,2624,1568,20598,20120,11,4,0,0,1,0,0,Agent 41
7/5/2022,522,1,22589,81,0,2398,626,25613,25613,11,2,24,0,1,0,0,Agent 48
7/7/2022,507,1,19512,55,1,3645,524,23681,23608,6,27,22,0,1,0,0,Agent 2
7/7/2022,545,1,15510,99,3,2932,735,19177,18936,40,36,33,0,1,0,0,Agent 3
7/7/2022,510,1,22116,76,5,3181,352,25649,24856,25,8,26,0,1,0,0,Agent 12
7/7/2022,545,1,11454,33,11,1917,632,14003,12680,58,13,81,0,0,1,1,Agent 21
7/7/2022,433,1,16426,31,0,599,283,17308,17308,4,0,3,0,1,0,0,Agent 22
7/7/2022,477,1,14083,39,3,5060,3131,22274,21901,7,0,22,0,1,0,0,Agent 26
7/7/2022,544,1,19961,75,3,689,584,21234,21060,84,2,29,2,0,1,0,Agent 29
7/7/2022,543,1,20431,71,10,447,448,21326,20361,29,9,32,89,1,0,0,Agent 30
7/7/2022,540,1,7394,0,0,0,256,7650,7650,4,0,373,0,1,0,19,Agent 35
7/7/2022,527,1,17557,45,6,1028,722,19307,18324,46,35,6,0,0,1,0,Agent 36
7/7/2022,522,1,22538,65,8,2421,627,25586,24156,38,6,18,0,1,0,0,Agent 48
7/20/2022,525,1,12486,40,0,3648,488,16622,16622,4,33,76,0,1,0,0,Agent 2
7/20/2022,508,1,10000,74,1,1866,504,12370,12311,8,53,160,0,1,0,0,Agent 3
7/20/2022,510,1,15874,68,2,2487,306,18667,18427,11,15,119,0,1,0,0,Agent 12
7/20/2022,548,1,17895,55,3,920,484,19299,19031,16,9,98,0,0,1,0,Agent 15
7/20/2022,545,1,4927,0,2,0,381,5308,4526,36,3,340,0,1,0,8,Agent 19
7/20/2022,535,1,11679,27,4,3299,247,15225,14458,20,117,121,0,0,1,0,Agent 21
7/20/2022,437,1,12077,28,0,1393,299,13769,13769,1,3,105,0,1,0,0,Agent 22
7/20/2022,464,1,13911,42,8,3580,751,18242,16928,18,0,65,0,1,0,0,Agent 26
7/20/2022,543,1,13661,49,2,298,443,14402,12845,109,10,105,0,0,1,0,Agent 29
7/20/2022,540,1,12151,39,7,472,206,12829,11438,67,0,88,150,1,0,0,Agent 30
7/20/2022,544,1,13549,22,7,1538,559,15646,14577,29,2,160,0,1,0,7,Agent 35
7/20/2022,540,1,8556,22,2,4036,359,12951,12760,8,25,106,0,0,1,0,Agent 36
7/20/2022,541,1,12021,29,1,3469,262,15752,15711,7,17,164,0,1,0,0,Agent 42
7/20/2022,534,1,16017,74,0,191,1240,17448,17448,4,25,111,0,0,1,0,Agent 46
7/20/2022,512,1,17079,80,3,1983,709,19771,19397,15,0,101,0,1,0,0,Agent 48
7/27/2022,230,1,4557,33,2,602,194,5353,5122,9,15,63,0,0,0,0,Agent 3
7/27/2022,547,1,9050,23,3,2011,172,11233,10706,15,8,208,0,1,0,0,Agent 4
7/27/2022,546,1,15756,46,6,2475,499,18730,18046,34,11,102,0,0,1,0,Agent 15
7/27/2022,541,1,13267,41,5,1282,982,15531,15016,38,4,98,26,1,0,2,Agent 19
7/27/2022,541,1,6943,12,26,1191,478,8612,5038,107,14,156,0,0,1,2,Agent 21
7/27/2022,445,1,14693,28,1,2114,247,17054,17021,10,0,45,0,1,0,0,Agent 22
7/27/2022,469,1,11831,37,9,4792,1517,18140,17606,31,0,47,0,1,0,0,Agent 26
7/27/2022,541,1,14955,64,4,294,579,15828,15390,87,8,120,0,0,1,0,Agent 29
7/27/2022,522,1,11405,50,4,556,373,12334,11213,76,4,103,116,1,0,0,Agent 30
7/27/2022,540,1,6888,30,0,3288,339,10515,10515,4,12,148,0,1,0,0,Agent 33
7/27/2022,540,1,2581,0,12,0,880,3461,2670,49,8,355,0,1,0,4,Agent 35
7/27/2022,539,1,13409,41,1,2077,593,16079,16031,6,49,71,0,0,1,0,Agent 36
7/27/2022,358,1,11958,34,3,2554,446,14958,14486,35,5,36,0,1,0,0,Agent 41
7/27/2022,541,1,10391,34,0,4853,434,15678,15678,2,10,197,0,1,0,0,Agent 42
7/27/2022,554,1,16464,79,2,417,976,17857,17370,18,37,126,0,0,1,0,Agent 46
7/27/2022,511,1,18507,75,5,1386,728,20621,20446,13,6,89,0,1,0,0,Agent 48
8/1/2022,520,1,13352,43,6,2885,596,16833,15728,35,43,51,0,1,0,0,Agent 2
8/1/2022,508,1,12397,94,1,1540,568,14505,14438,9,65,87,0,1,0,0,Agent 3
8/1/2022,503,1,17827,67,3,2640,265,20732,20460,12,22,72,0,1,0,0,Agent 12
8/1/2022,543,1,18788,55,7,2302,569,21659,19730,50,0,63,0,0,1,0,Agent 15
8/1/2022,508,1,10805,38,6,225,1458,12488,11602,99,16,112,8,1,0,0,Agent 19
8/1/2022,539,1,10942,0,4,0,385,11327,11181,18,9,283,0,0,1,22,Agent 21
8/1/2022,451,1,18742,33,0,361,310,19413,19413,17,0,33,0,1,0,0,Agent 22
8/1/2022,500,1,14807,44,4,3588,1307,19702,19112,31,0,71,0,1,0,0,Agent 26
8/1/2022,548,1,17301,55,7,2025,524,19850,17565,101,15,88,0,0,1,0,Agent 29
8/1/2022,544,1,17980,67,11,262,432,18674,16782,62,4,76,68,1,0,0,Agent 30
8/1/2022,539,1,16130,49,2,1059,1162,18351,18029,12,17,76,0,1,0,0,Agent 35
8/1/2022,559,1,15661,56,7,2467,923,19051,18128,26,47,62,0,0,1,0,Agent 36
8/1/2022,399,1,13723,41,5,1495,407,15625,14458,34,8,29,0,0,0,0,Agent 41
8/1/2022,542,1,14439,50,3,4331,286,19056,18728,9,17,108,0,1,0,0,Agent 42
8/1/2022,542,1,18239,76,2,1588,963,20790,20414,13,16,92,0,0,1,0,Agent 46
8/1/2022,517,1,20580,70,1,2433,513,23526,23101,16,0,68,0,1,0,0,Agent 48
8/3/2022,522,1,14346,32,4,3254,422,18022,16124,48,48,88,0,1,0,0,Agent 2
8/3/2022,537,1,9474,29,1,1822,150,11446,11019,11,9,252,0,1,0,0,Agent 4
8/3/2022,473,1,6372,24,0,1870,272,8514,8514,4,0,254,0,1,0,0,Agent 9
8/3/2022,502,1,12945,67,1,1088,273,14306,14265,29,14,159,0,1,0,0,Agent 12
8/3/2022,539,1,15889,54,2,2015,432,18336,17753,14,1,133,0,0,1,0,Agent 15
8/3/2022,541,1,7215,16,3,0,579,7794,7088,83,1,207,6,1,0,6,Agent 19
8/3/2022,516,1,2966,0,4,0,86,3052,2610,21,5,326,0,0,1,4,Agent 21
8/3/2022,441,1,18154,30,0,423,244,18821,17477,2,0,62,0,1,0,0,Agent 22
8/3/2022,532,1,15784,69,2,680,555,17019,16830,16,9,149,0,0,1,0,Agent 29
8/3/2022,535,1,12360,56,2,690,250,13300,13181,8,4,120,141,1,0,0,Agent 30
8/3/2022,540,1,11448,31,0,3310,214,14972,14972,0,11,185,0,1,0,0,Agent 33
8/3/2022,536,1,11216,43,3,2200,700,14116,13901,18,50,125,0,0,1,0,Agent 36
8/3/2022,371,1,11964,30,7,1837,260,14061,13513,26,8,58,0,1,0,0,Agent 41
8/3/2022,533,1,12369,39,3,1583,306,14258,13899,10,10,217,0,1,0,0,Agent 42
8/3/2022,535,1,15771,57,0,1059,983,17813,17813,3,19,138,0,0,1,0,Agent 46
8/3/2022,515,1,15195,70,3,1837,485,17517,17375,12,0,162,0,1,0,0,Agent 48
8/12/2022,542,1,16040,53,6,1326,419,17785,16555,33,7,135,0,0,1,0,Agent 9
8/12/2022,536,1,18843,88,0,1361,340,20544,20544,11,13,137,0,1,0,0,Agent 12
8/12/2022,540,1,10266,0,0,0,247,10513,10513,5,0,316,0,1,0,24,Agent 19
8/12/2022,115,1,419,0,1,0,120,539,120,8,0,58,0,0,0,0,Agent 21
8/12/2022,417,1,12807,34,0,721,247,13775,13775,0,0,78,0,1,0,0,Agent 22
8/12/2022,266,1,8311,25,2,2351,322,10984,10403,12,0,44,0,0,0,0,Agent 26
8/12/2022,540,1,16068,58,5,1625,520,18213,17066,77,7,102,0,0,1,0,Agent 29
8/12/2022,642,1,10130,32,11,113,215,10458,9063,61,3,95,300,1,0,0,Agent 30
8/12/2022,402,1,5782,17,17,2005,391,8178,6769,100,7,98,0,0,1,0,Agent 31
8/12/2022,544,1,14265,55,0,2484,372,17121,17121,2,17,119,0,1,0,0,Agent 33
8/12/2022,535,1,12622,34,3,1731,544,14897,14168,12,54,83,0,0,1,0,Agent 36
8/12/2022,482,1,14419,49,3,1317,448,16184,15934,17,5,122,0,1,0,0,Agent 41
8/12/2022,545,1,12340,43,2,4659,337,17336,17201,15,22,82,0,1,0,0,Agent 42
8/12/2022,536,1,15824,60,1,400,866,17090,17027,4,14,118,0,0,1,0,Agent 46
8/12/2022,541,1,16760,66,1,1791,644,19195,19061,9,8,136,0,1,0,0,Agent 48
8/15/2022,508,1,15847,41,7,2724,510,19081,17961,24,25,44,0,1,0,0,Agent 2
8/15/2022,216,1,7215,36,3,724,305,8244,7996,10,0,65,0,0,0,0,Agent 9
8/15/2022,506,1,19437,76,4,2587,244,22268,21828,30,8,75,0,1,0,0,Agent 12
8/15/2022,535,1,10031,28,13,1005,1047,12083,10903,88,15,128,6,1,0,1,Agent 19
8/15/2022,51,1,1580,3,2,267,44,1891,1497,14,0,0,0,0,0,0,Agent 21
8/15/2022,450,1,15760,26,0,1190,249,17199,17199,8,7,31,0,1,0,0,Agent 22
8/15/2022,471,1,12354,36,1,3362,362,16078,15868,26,1,40,0,1,0,0,Agent 26
8/15/2022,541,1,18740,61,7,1921,561,21222,20048,71,6,77,0,0,1,0,Agent 29
8/15/2022,544,1,15948,59,3,1014,154,17116,15900,27,4,50,161,1,0,0,Agent 30
8/15/2022,536,1,5639,21,6,2211,357,8207,7951,36,2,128,0,1,0,0,Agent 31
8/15/2022,540,1,14225,72,0,3369,1377,18971,18971,3,16,95,0,1,0,0,Agent 33
8/15/2022,540,1,9873,1,2,57,556,10486,9740,21,7,327,0,1,0,23,Agent 35
8/15/2022,534,1,13470,45,8,2928,883,17281,16450,33,48,59,0,0,1,0,Agent 36
8/15/2022,467,1,17686,45,2,3404,447,21537,20975,28,2,30,0,1,0,0,Agent 41
8/15/2022,541,1,14013,56,3,5890,291,20194,19667,25,38,59,0,1,0,0,Agent 42
8/15/2022,534,1,17534,73,0,1086,1083,19703,19703,4,34,81,0,1,1,0,Agent 46
8/15/2022,515,1,18277,71,2,3611,491,22379,21792,22,6,64,0,1,0,0,Agent 48
8/16/2022,528,1,14186,43,4,3081,435,17702,17041,13,28,137,0,1,0,0,Agent 2
8/16/2022,508,1,14243,62,1,1506,160,15909,15849,8,4,187,0,1,0,0,Agent 12
8/16/2022,540,1,11945,34,6,878,1164,13987,12586,44,7,216,4,1,0,5,Agent 19
8/16/2022,471,1,12138,43,0,3656,1201,16995,16995,2,6,82,0,1,0,0,Agent 26
8/16/2022,543,1,15199,49,4,2192,431,17822,17206,78,12,126,0,0,1,0,Agent 29
8/16/2022,539,1,13045,43,4,947,228,14220,12687,17,5,102,141,1,0,0,Agent 30
8/16/2022,533,1,6293,21,8,1654,311,8258,7393,43,2,136,0,1,1,0,Agent 31
8/16/2022,541,1,13936,66,0,1902,567,16405,16405,12,10,163,0,1,0,0,Agent 33
8/16/2022,446,1,4512,0,3,0,332,4844,4680,12,1,329,0,1,0,9,Agent 35
8/16/2022,538,1,10499,35,6,2144,546,13189,11950,41,34,135,0,0,1,0,Agent 36
8/16/2022,452,1,14363,40,7,2092,592,17047,16704,26,0,79,0,1,0,0,Agent 41
8/16/2022,547,1,12387,55,4,4993,309,17689,17527,10,26,139,0,1,0,0,Agent 42
8/16/2022,542,1,12645,75,5,452,884,13981,13553,14,12,196,0,0,1,0,Agent 46
8/16/2022,516,1,13380,60,2,1701,400,15481,15275,17,1,166,0,1,0,0,Agent 48
8/18/2022,491,1,13257,36,5,4108,508,17873,17339,30,35,67,0,1,0,0,Agent 2
8/18/2022,465,1,16135,36,6,1176,171,17482,15344,33,0,71,0,1,0,0,Agent 4
8/18/2022,535,1,16880,73,3,3146,280,20306,20120,8,6,145,0,1,0,0,Agent 12
8/18/2022,542,1,15493,53,3,1721,547,17761,17515,16,4,109,0,0,1,0,Agent 15
8/18/2022,536,1,10789,29,11,1392,936,13117,12271,64,14,148,0,1,0,2,Agent 19
8/18/2022,435,1,15754,29,0,379,255,16388,16388,8,0,57,0,1,0,0,Agent 22
8/18/2022,470,1,14261,42,1,4339,1305,19905,19855,11,8,58,0,1,0,0,Agent 26
8/18/2022,516,1,13747,54,5,1134,168,15049,13794,34,0,104,118,1,0,0,Agent 30
8/18/2022,444,1,11226,43,0,2142,470,13838,13838,3,4,89,0,1,0,0,Agent 33
8/18/2022,540,1,5697,0,6,0,442,6139,5656,35,4,364,0,1,0,13,Agent 35
8/18/2022,536,1,12759,41,6,3286,614,16659,15569,34,26,87,0,0,1,0,Agent 36
8/18/2022,538,1,11698,53,3,5365,312,17375,17229,17,14,114,0,1,0,0,Agent 42
8/18/2022,532,1,14648,73,2,1276,968,16892,16598,18,21,134,0,0,1,0,Agent 46
8/18/2022,510,1,16140,71,2,4275,400,20815,20686,6,1,126,0,1,0,0,Agent 48
8/20/2022,190,1,4372,12,4,1177,129,5678,5344,13,19,57,0,0,0,0,Agent 2
8/20/2022,211,1,5256,18,0,186,66,5508,5508,2,0,89,0,0,0,0,Agent 4
8/20/2022,207,1,5540,30,0,462,58,6060,6060,2,2,100,0,0,0,0,Agent 12
8/20/2022,222,1,6912,19,2,334,147,7393,7386,4,3,85,0,0,0,0,Agent 15
8/24/2022,521,1,11799,35,4,3355,374,15528,14354,28,24,138,0,1,0,0,Agent 2
8/24/2022,543,1,12579,43,4,1721,173,14473,14117,29,3,179,0,1,0,0,Agent 4
8/24/2022,541,1,11960,56,1,1496,282,13738,13723,16,8,242,0,1,0,0,Agent 9
8/24/2022,500,1,12013,55,4,1349,216,13578,13369,11,7,220,0,1,0,0,Agent 12
8/24/2022,541,1,13206,40,3,814,347,14367,13631,23,4,180,0,0,1,0,Agent 15
8/24/2022,541,1,5101,0,0,0,171,5272,5272,0,3,363,0,0,1,8,Agent 21
8/24/2022,436,1,12850,31,0,1257,266,14373,14373,10,0,114,0,1,0,0,Agent 22
8/24/2022,467,1,11126,36,3,3287,1197,15610,15437,13,0,134,0,1,0,0,Agent 26
8/24/2022,542,1,10669,45,9,185,398,11252,9514,57,6,215,0,0,1,0,Agent 29
8/24/2022,547,1,7471,24,13,85,149,7705,5252,160,3,106,101,1,0,0,Agent 30
8/24/2022,511,1,6003,20,1,1818,267,8088,8075,1,0,272,0,1,0,0,Agent 31
8/24/2022,540,1,9965,39,0,2597,212,12774,12774,9,13,186,0,1,0,0,Agent 33
8/24/2022,541,1,8051,21,16,938,469,9458,7829,83,4,169,0,1,0,3,Agent 35
8/24/2022,545,1,1183,4,1,0,61,1244,1186,2,0,43,0,0,0,0,Agent 36
8/24/2022,523,1,6583,24,0,2069,227,8879,8879,25,15,278,0,1,0,0,Agent 40
8/24/2022,448,1,14923,36,3,694,592,16209,16056,15,7,125,0,1,0,0,Agent 41
8/24/2022,542,1,9480,33,2,1979,195,11654,11418,5,5,290,0,1,0,0,Agent 42
8/24/2022,534,1,10932,61,1,845,889,12666,12568,7,21,205,0,0,1,0,Agent 46
8/29/2022,506,1,9702,49,5,2358,427,12487,12122,14,39,154,0,1,0,0,Agent 2
8/29/2022,540,1,11767,39,0,2001,139,13907,13907,4,6,134,0,1,0,0,Agent 4
8/29/2022,541,1,14912,76,3,1107,284,16303,15749,18,5,213,0,1,0,0,Agent 9
8/29/2022,510,1,14341,66,0,1687,211,16239,16239,3,9,188,0,1,0,0,Agent 12
8/29/2022,541,1,13656,48,0,1212,452,15320,15143,6,7,146,0,0,1,0,Agent 15
8/29/2022,536,1,3643,4,35,391,349,4383,2182,296,25,49,0,0,1,1,Agent 21
8/29/2022,436,1,12547,26,0,1001,276,13824,13824,20,0,98,0,1,0,0,Agent 22
8/29/2022,469,1,11581,42,1,1046,667,13294,13222,8,1,145,0,1,0,0,Agent 26
8/29/2022,545,1,16898,48,2,1065,390,18353,17807,20,10,191,0,1,0,0,Agent 29
8/29/2022,542,1,14437,31,8,262,156,14855,11832,90,1,72,148,1,0,0,Agent 30
8/29/2022,541,1,8700,24,2,1232,274,10206,9811,10,103,186,0,1,0,0,Agent 31
8/29/2022,364,1,8468,34,0,932,140,9540,9540,2,23,121,0,1,0,0,Agent 33
8/29/2022,540,1,4270,0,0,0,126,4396,4396,0,1,420,0,1,0,13,Agent 35
8/29/2022,549,1,11435,37,3,2041,548,14024,13335,24,50,152,0,0,1,0,Agent 36
8/29/2022,546,1,9678,38,0,2085,598,12361,12361,5,11,260,0,1,0,0,Agent 40
8/29/2022,445,1,13456,42,4,1778,439,15673,14915,40,10,117,0,1,0,0,Agent 41
8/29/2022,541,1,15131,53,2,422,473,16026,15792,10,5,177,0,0,1,0,Agent 46
8/29/2022,497,1,14864,57,3,3414,312,18590,18389,9,4,141,0,1,0,0,Agent 48
9/14/2022,501,1,11168,44,2,2846,282,14296,13945,13,28,178,0,1,0,0,Agent 2
9/14/2022,541,1,12271,48,2,654,246,13171,12835,10,4,232,0,1,0,0,Agent 4
9/14/2022,541,1,11099,65,1,1752,252,13103,13100,5,7,266,0,1,0,0,Agent 9
9/14/2022,510,1,12721,52,2,2095,150,14966,14090,13,10,205,0,1,0,0,Agent 12
9/14/2022,541,1,12763,37,7,236,271,13270,12140,35,4,175,0,0,1,0,Agent 15
9/14/2022,538,1,6314,24,9,247,1106,7667,6827,87,6,249,0,1,0,2,Agent 19
9/14/2022,540,1,7508,0,0,0,75,7583,7583,1,8,334,0,0,1,12,Agent 21
9/14/2022,443,1,9686,23,0,142,173,10001,10001,1,1,101,0,1,0,0,Agent 22
9/14/2022,468,1,7431,30,0,2541,950,10922,10922,3,6,126,0,1,0,0,Agent 26
9/14/2022,469,1,12510,42,0,879,290,13679,13679,30,12,169,0,0,1,0,Agent 29
9/14/2022,511,1,801,1,4,0,88,889,392,82,4,22,372,1,0,0,Agent 30
9/14/2022,541,1,10539,31,2,531,267,11337,11243,4,4,290,0,1,0,0,Agent 31
9/14/2022,541,1,11701,46,3,1895,258,13854,13629,17,5,196,0,1,0,0,Agent 33
9/14/2022,534,1,9296,30,1,2868,469,12633,12550,20,48,151,0,0,1,0,Agent 36
9/14/2022,543,1,9595,43,0,2795,333,12723,12723,10,11,219,0,1,0,0,Agent 40
9/14/2022,372,1,10989,36,3,1150,228,12367,12097,11,1,112,0,1,0,0,Agent 41
9/14/2022,300,1,6934,20,3,2219,139,9292,9033,18,7,74,0,0,0,0,Agent 42
9/14/2022,541,1,12917,46,1,795,625,14337,14177,8,25,181,0,0,1,0,Agent 46
9/22/2022,506,1,12733,38,10,2011,303,15047,14307,26,32,127,0,1,0,0,Agent 2
9/22/2022,541,1,14994,56,5,1520,334,16848,16246,29,0,169,0,1,0,0,Agent 4
9/22/2022,448,1,10378,42,6,1603,182,12163,11098,19,3,151,0,1,0,0,Agent 9
9/22/2022,513,1,14194,63,4,773,182,15149,14794,15,6,187,0,1,0,0,Agent 12
9/22/2022,542,1,14008,47,3,585,384,14977,14879,23,5,157,0,0,1,0,Agent 15
9/22/2022,543,1,8548,0,0,0,110,8658,8658,5,0,372,0,1,0,18,Agent 19
9/22/2022,539,1,8740,33,13,1747,519,11006,9170,141,9,147,0,0,1,0,Agent 21
9/22/2022,437,1,12180,28,0,2014,199,14393,14393,4,0,92,0,1,0,0,Agent 22
9/22/2022,476,1,13882,47,2,2859,559,17300,17244,9,7,102,0,1,0,0,Agent 26
9/22/2022,542,1,12033,54,1,318,365,12716,12551,76,17,207,0,0,1,0,Agent 29
9/22/2022,503,1,6475,16,5,0,391,6866,5834,99,0,40,237,1,0,0,Agent 30
9/22/2022,542,1,12269,42,0,1624,251,14144,14144,1,6,259,0,1,0,0,Agent 31
9/22/2022,542,1,13297,56,2,2724,332,16353,15894,13,9,161,0,1,0,0,Agent 33
9/22/2022,538,1,11315,35,4,1092,491,12898,12554,21,52,147,0,0,1,0,Agent 36
9/22/2022,542,1,10551,44,5,4062,556,15169,14772,42,2,139,0,1,0,0,Agent 40
9/22/2022,542,1,13274,50,2,2820,246,16340,16296,5,16,166,0,0,1,0,Agent 42
9/22/2022,540,1,13040,63,2,321,600,13961,13845,12,18,195,0,0,1,0,Agent 46
9/23/2022,539,1,16350,64,4,2550,674,19574,19286,17,8,102,0,1,0,0,Agent 40
9/23/2022,489,1,14205,46,9,3097,554,17856,16409,75,2,63,0,1,0,0,Agent 41
9/23/2022,549,1,17225,70,2,5260,358,22843,22735,7,9,99,0,1,0,0,Agent 42
9/23/2022,540,1,15389,71,4,1581,818,17788,17169,24,33,112,0,0,1,0,Agent 46
9/26/2022,494,1,15995,76,2,2406,550,18951,18211,24,32,59,0,1,0,0,Agent 2
9/26/2022,527,1,18107,82,3,903,384,19394,19095,15,6,98,0,1,0,0,Agent 4
9/26/2022,541,1,16097,94,4,1791,576,18464,18106,15,3,114,0,1,0,0,Agent 9
9/26/2022,539,1,10817,30,10,638,962,12417,10675,70,13,195,3,1,0,5,Agent 19
9/26/2022,546,1,7031,0,8,0,313,7344,4833,75,3,304,0,0,1,12,Agent 21
9/26/2022,432,1,17040,34,0,589,241,17870,17870,5,0,38,0,1,0,0,Agent 22
9/26/2022,462,1,14015,58,7,4892,1038,19945,19034,35,7,53,0,1,0,0,Agent 26
9/26/2022,552,1,22339,59,5,2455,405,25199,23735,65,4,81,0,0,1,0,Agent 29
9/26/2022,482,1,6838,27,5,2,288,7128,6326,40,11,41,136,1,0,0,Agent 30
9/26/2022,538,1,15200,59,3,3006,282,18488,18105,29,3,70,0,1,0,0,Agent 33
9/26/2022,526,1,12960,43,0,1939,594,15493,15493,2,52,59,0,0,1,0,Agent 36
9/26/2022,540,1,14536,71,3,3815,879,19230,18872,31,5,86,0,1,0,0,Agent 40
9/26/2022,449,1,15313,48,10,1992,685,17990,16687,52,8,59,0,1,0,0,Agent 41
9/26/2022,541,1,14584,59,2,5373,502,20459,20259,15,13,81,0,1,0,0,Agent 42
9/26/2022,541,1,17134,91,0,945,840,18919,18919,2,22,102,0,0,1,0,Agent 46
9/27/2022,533,1,14755,54,4,3000,420,18175,17797,20,12,134,0,1,0,0,Agent 2
9/27/2022,541,1,16067,74,1,1659,511,18237,18222,10,11,162,0,1,0,0,Agent 9
9/27/2022,545,1,16814,46,0,1356,380,18550,18550,5,5,137,0,0,1,0,Agent 15
9/27/2022,511,1,10423,30,17,1256,1304,12983,11183,77,7,189,0,1,0,2,Agent 19
9/27/2022,541,1,8122,26,5,1902,359,10383,9548,30,9,129,30,0,1,1,Agent 21
9/27/2022,471,1,13377,37,5,3435,1096,17908,17406,18,5,75,0,1,0,0,Agent 26
9/27/2022,534,1,15579,54,4,1122,395,17096,15981,69,21,139,0,0,1,0,Agent 29
9/27/2022,528,1,11963,42,6,213,553,12729,11668,49,9,106,130,1,0,0,Agent 30
9/27/2022,449,1,6081,0,0,0,61,6142,6142,0,0,315,0,1,0,16,Agent 35
9/27/2022,534,1,11186,36,1,1411,521,13118,12867,14,61,99,0,0,1,0,Agent 36
9/27/2022,537,1,13103,68,8,3109,1044,17256,16324,29,3,146,0,1,0,0,Agent 40
9/27/2022,451,1,12704,45,5,2068,492,15264,14260,43,2,79,0,1,0,0,Agent 41
9/27/2022,540,1,14366,62,2,4784,408,19558,18834,18,9,150,0,1,0,0,Agent 42
9/27/2022,541,1,16145,76,3,1189,878,18212,17672,16,20,164,0,1,0,0,Agent 46
9/28/2022,511,1,11171,40,2,4152,292,15615,15135,11,12,148,0,1,0,0,Agent 2
9/28/2022,542,1,14402,53,5,1294,280,15976,14473,42,10,191,0,1,0,0,Agent 4
9/28/2022,527,1,13725,71,2,1143,282,15150,14843,7,12,211,0,1,0,0,Agent 9
9/28/2022,542,1,13214,44,1,1434,418,15066,14819,19,9,175,0,0,1,0,Agent 15
9/28/2022,435,1,5807,23,9,754,1175,7736,6385,47,14,123,0,0,0,0,Agent 19
9/28/2022,422,1,4931,12,13,746,246,5923,4454,41,5,88,0,0,1,0,Agent 21
9/28/2022,445,1,12490,29,0,2050,198,14738,14738,8,0,103,0,1,0,0,Agent 22
9/28/2022,479,1,11699,34,4,3834,423,15956,15569,17,10,131,0,1,0,0,Agent 26
9/28/2022,542,1,13106,45,5,669,334,14109,13556,54,6,205,0,0,1,0,Agent 29
9/28/2022,464,1,1262,4,6,1,184,1447,1047,131,6,35,248,1,0,0,Agent 30
9/28/2022,543,1,15704,57,2,2341,229,18274,18087,16,8,167,0,1,0,0,Agent 33
9/28/2022,540,1,3807,0,1,0,45,3852,3599,7,2,432,0,1,0,11,Agent 35
9/28/2022,442,1,8181,29,0,1412,403,9996,9996,1,40,112,0,0,1,0,Agent 36
9/28/2022,542,1,11332,56,1,2144,511,13987,13981,6,8,206,0,1,0,0,Agent 40
9/28/2022,375,1,10874,36,5,1691,241,12806,12039,27,5,94,0,1,0,0,Agent 41
9/28/2022,470,1,10883,41,5,4312,350,15545,15108,26,1,120,0,1,0,0,Agent 42
9/28/2022,542,1,11492,58,3,497,803,12792,12606,5,28,191,0,0,1,0,Agent 46
9/29/2022,521,1,9759,39,1,3017,239,13015,12721,24,32,168,0,1,0,0,Agent 2
9/29/2022,541,1,16125,51,0,1054,173,17352,17352,7,8,185,0,1,0,0,Agent 4
9/29/2022,527,1,14180,61,3,745,288,15213,13953,26,6,219,0,1,0,0,Agent 9
9/29/2022,543,1,14480,34,4,2179,378,17037,16221,28,4,147,0,0,1,0,Agent 15
9/29/2022,538,1,8782,26,5,547,1249,10578,10158,32,9,221,4,1,0,2,Agent 19
9/29/2022,541,1,8020,17,16,911,284,9215,8369,29,15,113,11,0,1,0,Agent 21
9/29/2022,439,1,15958,30,0,393,156,16507,16507,21,0,92,0,1,0,0,Agent 22
9/29/2022,414,1,9702,41,0,2640,408,12750,12750,3,5,150,0,1,0,0,Agent 26
9/29/2022,541,1,13642,54,2,398,352,14392,11280,92,8,213,0,0,1,0,Agent 29
9/29/2022,533,1,11285,36,3,444,216,11945,11579,31,3,144,129,1,0,0,Agent 30
9/29/2022,541,1,14162,60,1,1517,196,15875,15809,16,7,217,0,1,0,0,Agent 33
9/29/2022,540,1,4461,1,3,0,76,4537,4401,10,8,393,0,1,0,8,Agent 35
9/29/2022,537,1,10179,34,3,1627,517,12323,11851,19,57,139,0,0,1,0,Agent 36
9/29/2022,539,1,11414,56,2,940,799,13153,12985,14,11,228,0,1,0,0,Agent 40
9/29/2022,541,1,13750,62,2,2622,519,16891,16656,6,8,218,0,1,0,0,Agent 42
9/29/2022,541,1,12750,55,1,678,575,14003,13766,3,17,220,0,0,1,0,Agent 46
9/30/2022,541,1,13968,41,4,3864,329,18161,17980,10,18,97,0,0,1,0,Agent 2
9/30/2022,662,1,20122,80,2,2060,357,22539,22067,13,6,185,0,0,1,0,Agent 4
9/30/2022,540,1,12342,62,3,1595,519,14456,14232,11,17,195,0,0,1,0,Agent 9
9/30/2022,540,1,15595,58,0,1103,480,17178,17178,2,4,144,0,0,1,0,Agent 15
