CALLDATE,LOGINTIME,DAYSWORKED,TOTALTALKTIME,INCOMINGCALLS,OUTGOINGEXTERNAL,HOLDTIME,WRAPTIME,TOTALHANDLETIME,AHTHANDLETIME,OUTBOUNDOFFERED,PERSONAL,READY,SMSCFLOORSUPPORT,LUNCH30,LUNCH60,INCOMINGCHAT,AGENT
10/29/2021,453,1,201,0,5,0,87,288,87,14,6,0,0,1,0,,Agent 14
4/28/2021,511,1,10577,38,3,1603,355,12535,12364,7,31,155,0,1,0,,Agent 35
1/15/2021,528,1,16618,55,0,335,530,17483,17483,7,0,8,0,0,0,,Agent 32
7/29/2021,515,1,3941,14,3,296,357,4594,4329,35,10,16,78,1,0,,Agent 19
11/5/2021,539,1,13473,48,5,3837,322,17632,17295,11,10,105,0,0,1,,Agent 21
8/26/2021,534,1,10434,42,2,0,754,11188,10840,6,17,127,44,1,0,,Agent 19
9/1/2021,475,1,17280,48,6,1013,217,18510,16662,37,4,62,0,0,1,,Agent 29
6/18/2021,541,1,12581,51,7,854,278,13713,12729,24,6,164,0,0,1,,Agent 29
3/5/2021,485,1,15303,47,4,992,1211,17506,16958,11,0,47,0,0,0,,Agent 41
10/21/2021,510,1,10809,69,2,2315,256,13380,13062,15,31,181,0,1,0,,Agent 3
6/11/2021,540,1,13914,78,2,125,1223,15262,15131,5,24,142,0,0,1,,Agent 46
12/28/2020,539,1,25899,29,0,3255,2035,31189,11866,8,0,16,0,0,0,,Agent 39
9/7/2021,541,1,16093,50,3,2283,723,19099,18844,6,1,57,0,1,0,,Agent 14
2/20/2021,211,1,5429,26,0,501,326,6256,6256,3,0,65,0,0,0,,Agent 35
9/14/2021,542,1,10323,43,0,2797,460,13580,13580,1,22,129,0,0,1,,Agent 36
11/16/2021,511,1,22510,40,12,1845,402,24757,24077,38,1,53,0,1,0,,Agent 5
1/13/2021,535,1,14457,29,1,2515,659,17631,17610,4,0,27,0,0,0,,Agent 36
3/4/2021,542,1,19585,71,8,740,1104,21429,20495,26,0,40,0,0,0,,Agent 15
8/6/2021,71,1,661,2,0,0,15,676,676,0,0,6,49,0,0,,Agent 30
4/28/2021,513,1,15248,61,5,2489,317,18054,17026,23,5,114,0,1,0,,Agent 29
7/15/2021,508,1,6238,21,3,467,221,6926,6218,10,25,58,0,1,0,,Agent 35
1/19/2021,538,1,17806,93,0,2667,972,21445,21445,4,0,22,0,0,0,,Agent 3
11/13/2021,210,1,9580,28,0,0,176,9756,9756,1,7,27,0,0,0,,Agent 22
6/24/2021,357,1,53,1,2,0,41,94,62,4,0,6,0,0,0,,Agent 47
6/29/2021,512,1,9804,46,2,0,151,9955,9889,1,7,83,197,1,0,,Agent 30
7/27/2021,511,1,18464,84,8,2335,526,21325,20896,12,3,96,0,1,0,,Agent 12
3/26/2021,598,1,10954,69,1,315,3486,14755,14642,23,0,25,0,0,0,,Agent 19
6/25/2021,360,1,7462,24,1,1903,261,9626,9413,4,20,79,0,1,0,,Agent 36
7/15/2021,542,1,17799,69,4,1320,381,19500,19279,15,6,96,0,0,1,,Agent 29
2/2/2021,539,1,11608,78,0,1364,1564,14536,14536,4,0,24,0,0,0,,Agent 6
6/5/2021,212,1,8172,29,0,626,60,8858,8858,3,5,44,0,0,0,,Agent 9
5/27/2021,514,1,10512,75,1,1601,290,12403,11787,5,20,177,0,1,0,,Agent 3
10/26/2021,539,1,15673,37,1,1581,416,17670,17605,4,26,89,0,0,1,,Agent 36
7/29/2021,564,1,10506,26,1,2482,456,13444,13368,3,2,38,0,1,0,,Agent 14
11/23/2021,540,1,13082,62,5,932,596,14610,14141,18,7,187,0,0,1,,Agent 15
5/21/2021,539,1,14868,92,0,474,2037,17379,17379,7,23,112,0,0,1,,Agent 46
11/1/2021,418,1,,,,,,,,0,5,0,0,1,0,,Agent 35
12/23/2020,541,1,21490,63,0,3690,3694,28874,25682,15,0,32,0,0,0,,Agent 28
12/31/2020,727,1,,,,,,,,0,0,0,0,0,0,,Agent 1
2/23/2021,540,1,15854,80,0,1642,3800,21296,21296,10,0,35,0,0,0,,Agent 46
5/14/2021,633,1,24619,108,0,2122,1074,27815,27815,10,0,97,0,1,0,,Agent 28
11/3/2021,434,1,15841,40,5,723,509,17073,15468,61,1,91,0,0,0,,Agent 41
10/29/2021,530,1,10639,29,7,113,250,11002,8889,1,0,102,270,0,0,,Agent 30
5/20/2021,509,1,1608,4,2,0,30,1638,1020,0,76,0,377,1,0,,Agent 30
1/13/2021,540,1,15408,73,0,1770,3570,20748,20748,4,0,38,0,0,0,,Agent 46
3/12/2021,227,1,1112,0,5,143,96,1351,239,15,0,11,0,0,0,,Agent 19
6/1/2021,437,1,15353,46,11,1961,376,17690,16419,28,5,25,0,1,0,,Agent 41
9/25/2021,216,1,9898,21,3,1492,173,11563,10583,20,0,27,0,0,0,,Agent 5
5/21/2021,547,1,15673,45,4,2644,601,18918,18318,14,23,78,0,0,1,,Agent 36
9/30/2021,542,1,14262,50,5,950,335,15547,14298,25,4,141,0,0,1,,Agent 15
1/13/2021,498,1,14168,76,0,2388,618,17174,17174,8,0,26,0,0,0,,Agent 6
12/23/2020,458,1,16171,46,0,1189,1894,19254,19254,1,0,5,0,0,0,,Agent 34
4/8/2021,508,1,15027,57,0,155,543,15725,15725,1,3,107,0,1,0,,Agent 28
6/16/2021,546,1,13766,49,0,533,348,14647,14647,13,7,171,0,1,0,,Agent 28
5/13/2021,511,1,17661,71,1,1906,298,19865,19753,7,19,78,0,1,0,,Agent 3
8/12/2021,541,1,14450,47,5,2131,573,17154,16288,36,25,69,0,0,1,,Agent 36
9/2/2021,459,1,16083,35,5,1253,1444,18780,18549,10,8,79,0,1,0,,Agent 5
8/19/2021,550,1,15995,75,1,1349,1383,18727,18607,10,12,55,53,1,0,,Agent 19
7/2/2021,540,1,17188,81,1,1397,476,19061,19002,10,7,87,0,0,1,,Agent 15
2/22/2021,378,1,10986,61,0,3797,496,15279,15279,1,0,5,0,0,0,,Agent 3
6/30/2021,540,1,16571,64,0,328,756,17655,17655,2,11,115,0,0,1,,Agent 46
1/11/2021,538,1,20246,70,0,1217,1785,23248,23248,18,0,25,0,0,0,,Agent 28
1/27/2021,529,1,13644,52,1,1163,2763,17570,17515,39,0,57,0,0,0,,Agent 12
3/17/2021,545,1,20878,95,1,1619,1285,23782,23562,10,0,40,0,0,0,,Agent 15
10/8/2021,540,1,14773,84,2,108,1471,16352,16041,10,15,123,0,0,1,,Agent 46
1/27/2021,541,1,14084,56,1,4260,784,19128,18976,4,0,83,0,0,0,,Agent 9
3/12/2021,385,1,6576,42,0,1367,4655,12598,12598,7,0,55,0,0,0,,Agent 39
8/17/2021,538,1,12792,35,6,4171,744,17707,16886,26,0,47,0,1,0,,Agent 14
9/15/2021,420,1,11857,46,4,1822,247,13926,13569,15,2,113,0,1,0,,Agent 9
4/22/2021,511,1,17486,63,5,1479,564,19529,18937,12,3,88,0,1,0,,Agent 15
4/12/2021,518,1,20835,81,6,2631,323,23789,22419,5,8,53,0,1,0,,Agent 9
11/26/2021,541,1,9408,44,1,1046,379,10833,10566,43,4,208,0,0,1,,Agent 9
3/23/2021,543,1,21760,101,2,1227,711,23698,23663,15,0,34,0,0,0,,Agent 29
3/24/2021,541,1,19508,81,3,2381,622,22511,22299,10,0,54,0,0,0,,Agent 29
9/22/2021,543,1,267,1,1,0,30,297,174,13,16,5,0,1,0,,Agent 19
2/19/2021,540,1,15082,85,1,809,5395,21286,21199,5,0,24,0,0,0,,Agent 46
8/18/2021,541,1,17694,74,7,1333,884,19911,19249,20,15,77,0,0,1,,Agent 46
7/9/2021,546,1,20560,63,4,1311,318,22189,21640,3,10,72,0,1,0,,Agent 5
11/4/2021,508,1,18004,71,3,1417,429,19850,19487,14,10,122,0,1,0,,Agent 12
1/27/2021,401,1,9663,40,0,659,625,10947,10947,7,0,43,0,0,0,,Agent 44
11/15/2021,541,1,20550,74,0,1279,693,22522,22522,35,0,90,0,1,0,,Agent 28
11/26/2021,539,1,12091,38,6,1253,238,13582,12773,51,16,128,0,0,1,,Agent 21
3/25/2021,543,1,1144,5,1,120,1513,2777,2611,71,0,80,0,0,0,,Agent 19
6/10/2021,541,1,14424,50,2,523,275,15222,14923,18,20,161,0,0,1,,Agent 29
5/27/2021,543,1,14461,49,6,1763,208,16432,15942,24,11,128,0,0,1,,Agent 9
5/19/2021,511,1,13663,89,1,2279,454,16396,16336,3,34,92,0,1,0,,Agent 3
6/30/2021,511,1,12828,69,0,2096,321,15245,15245,6,35,115,0,1,0,,Agent 3
6/2/2021,392,1,15952,38,10,2793,190,18935,17056,37,8,52,0,0,0,,Agent 5
10/27/2021,510,1,8637,59,0,1971,200,10808,10808,3,22,224,0,1,0,,Agent 3
10/12/2021,541,1,19176,60,3,1756,508,21440,21242,10,0,50,0,0,1,,Agent 15
11/19/2021,419,1,9597,36,5,1709,758,12064,11794,6,0,146,0,1,0,,Agent 41
11/9/2021,540,1,12464,41,0,1519,806,14789,14789,15,9,61,0,1,0,,Agent 35
9/13/2021,449,1,14516,57,5,910,413,15839,15434,11,5,74,0,1,0,,Agent 41
1/15/2021,539,1,18295,63,0,2171,3258,23724,23724,6,0,21,0,0,0,,Agent 12
8/4/2021,546,1,22941,88,4,1809,385,25135,24323,14,6,54,0,0,1,,Agent 29
10/21/2021,550,1,16470,47,0,816,774,18060,18060,56,15,124,0,1,0,,Agent 28
1/8/2021,540,1,14590,101,7,3798,1079,19467,18493,2,0,28,0,0,0,,Agent 3
10/25/2021,510,1,18984,67,2,1386,265,20635,20399,9,10,99,0,1,0,,Agent 12
2/23/2021,548,1,18508,64,1,1577,1103,21188,20979,6,0,31,0,0,0,,Agent 15
3/29/2021,544,1,21434,102,0,1520,2631,25585,25585,13,0,14,0,0,0,,Agent 28
5/11/2021,510,1,18918,62,0,1423,817,21158,21158,9,0,58,0,1,0,,Agent 28
9/20/2021,536,1,724,4,3,0,311,1035,765,3,11,0,0,1,0,,Agent 19
10/19/2021,511,1,15566,65,3,1032,568,17166,16628,25,5,152,0,1,0,,Agent 9
11/9/2021,505,1,14673,63,2,762,394,15829,15758,13,8,121,83,0,0,,Agent 30
5/3/2021,508,1,14469,83,1,407,1615,16491,16410,15,8,77,27,1,0,,Agent 19
2/3/2021,537,1,9859,52,2,2166,1426,13451,13372,5,0,51,0,0,0,,Agent 6
2/3/2021,553,1,16559,83,0,383,2858,19800,19800,6,0,78,0,0,0,,Agent 46
11/27/2021,211,1,8032,22,4,2242,305,10579,9653,18,3,36,0,0,0,,Agent 5
1/11/2021,77,1,,,,,,,,1,0,0,0,0,0,,Agent 47
2/12/2021,476,1,12696,43,3,1176,1250,15122,15054,11,0,81,0,0,0,,Agent 41
6/1/2021,507,1,12537,87,1,5380,425,18342,18233,6,20,81,0,1,0,,Agent 3
1/5/2021,501,1,21701,43,0,1748,1698,25147,22090,8,0,0,0,0,0,,Agent 1
11/1/2021,541,1,21156,65,3,1363,689,23208,22635,28,3,71,0,0,1,,Agent 29
11/20/2021,272,1,289,1,0,0,18,307,307,0,0,52,215,0,0,,Agent 19
10/18/2021,543,1,74,0,2,0,49,123,49,44,10,0,0,1,0,,Agent 19
11/17/2021,536,1,12886,55,0,1673,992,15551,15551,16,0,106,4,1,0,,Agent 19
4/9/2021,537,1,11677,70,0,142,1482,13301,13255,22,0,69,4,1,0,,Agent 19
11/8/2021,511,1,22814,59,11,2360,584,25758,23669,49,5,21,0,1,0,,Agent 5
7/19/2021,546,1,16544,45,4,4062,596,21202,20592,8,25,43,0,0,1,,Agent 36
10/7/2021,539,1,17220,46,2,176,206,17602,17377,13,2,108,87,0,0,,Agent 30
1/4/2021,581,1,19917,12,11,1730,2260,23907,8550,193,0,0,0,0,0,,Agent 19
9/29/2021,513,1,15699,45,7,2188,804,18691,17510,43,11,106,0,1,0,,Agent 5
6/15/2021,511,1,13397,89,0,871,487,14755,14755,5,26,136,0,1,0,,Agent 3
8/27/2021,545,1,14960,41,0,2954,314,18228,18228,4,6,111,0,1,0,,Agent 48
10/1/2021,532,1,412,0,3,0,23,435,23,5,1,0,0,1,0,,Agent 35
10/29/2021,536,1,12786,79,1,535,460,13781,13564,2,12,197,0,0,1,,Agent 12
3/4/2021,541,1,14568,63,0,1491,3404,19463,19463,7,0,50,0,0,0,,Agent 46
5/20/2021,511,1,14023,41,2,2475,593,17091,16418,8,6,64,0,1,0,,Agent 35
8/18/2021,555,1,21102,66,5,1923,308,23333,22634,27,9,74,0,0,1,,Agent 29
1/21/2021,541,1,16774,56,5,2390,666,19830,18683,29,0,44,0,0,0,,Agent 35
4/8/2021,542,1,10951,71,0,621,260,11832,11832,4,22,138,0,0,1,,Agent 3
10/7/2021,541,1,15164,73,5,972,998,17134,16077,27,18,118,0,0,1,,Agent 46
3/31/2021,498,1,17048,74,0,2654,475,20177,20177,2,0,109,0,0,0,,Agent 29
11/15/2021,540,1,18556,96,2,727,1685,20968,20437,17,14,97,0,0,1,,Agent 46
5/29/2021,273,1,648,3,0,0,43,691,691,1,0,5,245,0,0,,Agent 19
1/28/2021,540,1,14391,62,1,2863,438,17692,17675,1,0,108,0,0,0,,Agent 9
7/23/2021,552,1,15380,60,2,1033,247,16660,16459,4,5,77,159,0,0,,Agent 30
9/29/2021,496,1,14551,38,9,3153,437,18141,15923,45,7,76,0,1,0,,Agent 48
10/27/2021,543,1,2513,4,6,0,240,2753,1491,31,3,95,0,1,0,,Agent 14
1/28/2021,538,1,11400,69,3,950,528,12878,12750,3,0,122,0,0,0,,Agent 3
12/29/2020,472,1,4068,30,0,0,156,4224,4224,1,0,0,0,0,0,,Agent 27
10/21/2021,435,1,14342,26,0,803,144,15289,15289,13,2,55,0,1,0,,Agent 22
1/11/2021,540,1,19111,69,5,1074,826,21011,20332,12,0,39,0,0,0,,Agent 15
9/24/2021,539,1,10322,27,10,1976,1170,13468,12924,38,3,37,0,1,0,,Agent 14
4/15/2021,511,1,15069,63,0,978,1324,17371,17371,3,0,132,0,1,0,,Agent 28
10/27/2021,510,1,13886,54,1,1386,550,15822,15709,5,8,206,0,1,0,,Agent 9
7/23/2021,539,1,18041,76,0,736,1130,19907,19907,2,17,112,0,0,1,,Agent 46
11/22/2021,533,1,14585,49,2,223,1102,15910,14432,31,3,111,34,1,0,,Agent 19
7/22/2021,512,1,15354,45,8,1269,388,17011,15490,24,7,118,0,1,0,,Agent 5
10/21/2021,539,1,13139,77,4,3,1104,14246,13824,12,285,195,0,0,1,,Agent 46
10/25/2021,509,1,14612,83,5,1219,387,16218,15445,21,35,106,0,1,0,,Agent 3
10/8/2021,548,1,14764,29,2,1807,343,16914,16331,7,8,62,0,1,0,,Agent 35
10/4/2021,541,1,16858,41,7,3137,543,20538,19809,20,22,44,0,0,1,,Agent 36
3/8/2021,538,1,19118,69,1,4325,429,23872,23781,2,0,47,0,0,0,,Agent 9
5/17/2021,512,1,17568,48,8,2228,508,20304,18510,19,14,64,0,1,0,,Agent 35
12/30/2020,550,1,35814,45,0,1946,1958,39718,15183,28,0,13,0,0,0,,Agent 28
7/29/2021,542,1,17270,73,2,1738,382,19390,17331,35,12,117,0,1,0,,Agent 9
1/14/2021,540,1,12002,58,5,2172,584,14758,14331,1,0,65,0,0,0,,Agent 3
10/27/2021,509,1,14356,62,1,298,373,15027,14845,7,9,190,0,1,0,,Agent 12
5/24/2021,543,1,17979,64,0,738,261,18978,18978,3,3,94,0,0,1,,Agent 29
9/10/2021,566,1,18501,51,2,4852,330,23683,23411,9,5,81,0,1,0,,Agent 48
2/8/2021,536,1,7464,35,4,151,2838,10453,10229,21,0,14,0,0,0,,Agent 19
12/30/2020,374,1,13098,53,0,1724,1426,16248,16248,2,0,2,0,0,0,,Agent 44
1/29/2021,600,1,17920,77,0,1674,2861,22455,22455,14,0,123,0,0,0,,Agent 28
10/23/2021,210,1,7668,25,2,211,196,8075,7597,14,4,36,0,0,0,,Agent 15
9/16/2021,514,1,11225,64,1,2064,227,13516,13360,8,19,166,0,1,0,,Agent 3
7/31/2021,211,1,5997,33,0,659,220,6876,6876,1,5,68,0,0,0,,Agent 9
1/14/2021,540,1,15822,76,0,1321,3701,20844,20844,9,0,65,0,0,0,,Agent 12
10/6/2021,513,1,14390,53,2,1532,1063,16985,16853,4,9,139,0,1,0,,Agent 9
10/19/2021,512,1,16278,72,1,1012,382,17672,17596,3,12,153,0,1,0,,Agent 12
1/29/2021,496,1,2943,15,0,41,433,3417,3417,6,0,44,0,0,0,,Agent 44
2/8/2021,541,1,16179,86,3,1722,388,18289,17618,0,0,70,0,0,0,,Agent 9
2/3/2021,540,1,19154,66,0,1538,1581,22273,22273,16,0,51,0,0,0,,Agent 28
1/8/2021,540,1,16617,90,0,593,1064,18274,18274,6,0,26,0,0,0,,Agent 30
1/12/2021,537,1,12509,42,6,3919,982,17410,16731,26,0,25,0,0,0,,Agent 36
7/13/2021,375,1,13046,34,5,2230,485,15761,14275,39,4,11,0,1,0,,Agent 41
9/9/2021,541,1,16104,45,3,3041,597,19742,19412,5,20,71,0,0,1,,Agent 36
7/24/2021,218,1,5610,21,1,1140,138,6888,6769,8,3,54,0,0,0,,Agent 15
6/10/2021,548,1,15137,51,0,1262,678,17077,17077,3,0,148,0,0,1,,Agent 28
2/27/2021,275,1,821,2,5,0,248,1069,577,51,0,0,0,0,0,,Agent 19
11/10/2021,435,1,13853,33,8,1254,460,15567,15132,33,4,47,0,1,0,,Agent 41
10/29/2021,540,1,13404,54,2,830,638,14872,14588,10,8,157,0,0,1,,Agent 15
10/1/2021,551,1,11602,48,3,1174,864,13640,13255,12,17,103,0,0,1,,Agent 36
9/27/2021,541,1,10424,40,8,2422,549,13395,11744,42,24,109,0,0,1,,Agent 36
7/3/2021,210,1,6266,17,1,775,169,7210,6536,11,12,35,0,0,0,,Agent 36
11/23/2021,540,1,14918,45,4,1334,672,16924,16569,11,28,146,0,0,1,,Agent 36
3/18/2021,542,1,19172,89,0,2328,1457,22957,22957,4,0,47,0,0,0,,Agent 15
7/7/2021,509,1,11412,56,4,1207,1278,13897,13156,17,16,89,22439,1,0,,Agent 19
8/4/2021,536,1,14650,37,3,3030,610,18290,17442,22,22,31,0,1,0,,Agent 35
1/29/2021,264,1,4691,32,0,225,1388,6304,6304,1,0,51,0,0,0,,Agent 6
8/4/2021,540,1,20821,82,3,1273,1015,23109,22910,12,11,44,0,0,1,,Agent 46
2/11/2021,541,1,16165,61,0,1719,2891,20775,20775,13,0,83,0,0,0,,Agent 28
2/10/2021,82,1,535,4,0,0,49,584,584,0,0,18,0,0,0,,Agent 6
2/17/2021,541,1,20204,107,2,2184,483,22871,22826,3,0,54,0,0,0,,Agent 9
3/15/2021,542,1,19712,76,1,2645,1633,23990,23029,21,0,27,0,0,0,,Agent 12
5/29/2021,215,1,5933,31,1,498,97,6528,6398,9,5,68,0,0,0,,Agent 9
9/8/2021,375,1,13696,58,2,1053,620,15369,14984,9,0,33,0,1,0,,Agent 41
1/22/2021,598,1,17348,80,3,2118,1273,20739,20688,10,0,96,0,0,0,,Agent 15
1/22/2021,541,1,13237,82,1,1989,575,15801,15744,4,0,84,0,0,0,,Agent 3
2/12/2021,658,1,17091,87,1,3140,631,20862,20816,5,0,115,0,0,0,,Agent 3
1/11/2021,539,1,18645,64,0,2230,1012,21887,21887,5,0,32,0,0,0,,Agent 35
1/21/2021,340,1,8627,35,0,2661,2731,14019,14019,3,0,20,0,0,0,,Agent 39
8/6/2021,511,1,18259,59,0,934,586,19779,19779,11,0,31,0,1,0,,Agent 28
3/24/2021,488,1,20598,80,0,725,2278,23601,23601,24,0,34,0,0,0,,Agent 28
6/7/2021,511,1,16928,75,1,1721,274,18923,18856,5,7,110,0,1,0,,Agent 9
8/24/2021,389,1,14689,36,4,1055,665,16409,15805,14,2,62,0,1,0,,Agent 41
6/30/2021,511,1,8934,22,11,449,95,9478,7750,1,18,46,228,1,0,,Agent 30
1/25/2021,375,1,14425,43,2,1767,1367,17559,17429,8,0,4,0,0,0,,Agent 41
8/10/2021,128,1,4780,11,0,228,102,5110,5110,1,2,0,0,0,0,,Agent 22
9/24/2021,549,1,80,0,1,0,384,464,384,11,5,0,0,1,0,,Agent 19
1/27/2021,541,1,16609,53,0,1262,4064,21935,21935,16,0,67,0,0,0,,Agent 28
10/6/2021,540,1,2051,0,11,0,172,2223,172,65,4,0,0,1,0,,Agent 14
12/31/2020,720,1,,,,,,,,0,0,0,0,0,0,,Agent 20
1/30/2021,210,1,6339,30,1,204,518,7061,7039,2,0,63,0,0,0,,Agent 15
10/29/2021,541,1,14038,72,0,510,572,15120,15120,2,7,218,0,1,0,,Agent 9
8/11/2021,436,1,13031,41,3,2237,579,15847,15605,8,0,70,0,0,0,,Agent 41
5/5/2021,510,1,12916,54,4,1850,1046,15812,14939,22,0,123,48,1,0,,Agent 19
10/15/2021,360,1,,,,,,,,0,0,0,0,0,0,,Agent 17
7/31/2021,211,1,7510,29,1,1003,156,8669,8541,4,4,67,0,0,0,,Agent 15
9/14/2021,101,1,810,4,0,402,14,1226,1226,0,0,13,0,0,0,,Agent 5
5/14/2021,540,1,15775,106,0,3155,500,19430,19430,7,18,77,0,1,0,,Agent 3
4/20/2021,422,1,10372,45,0,1428,957,12757,12757,16,2,93,0,1,0,,Agent 39
1/19/2021,438,1,8384,46,0,191,1499,10074,10074,5,0,2,0,0,0,,Agent 44
2/11/2021,540,1,13909,81,2,717,3050,17676,17600,9,0,96,0,0,0,,Agent 46
7/16/2021,540,1,20899,59,5,1661,334,22894,22049,8,2,93,0,1,0,,Agent 5
5/18/2021,381,1,12625,42,0,2881,454,15960,15960,1,16,36,0,1,0,,Agent 41
10/2/2021,210,1,6579,22,0,349,379,7307,7307,2,0,37,0,0,0,,Agent 41
4/16/2021,540,1,12438,47,0,3710,476,16624,16624,6,35,76,0,0,1,,Agent 36
3/15/2021,274,1,5317,31,1,4327,868,10512,10301,0,0,0,0,0,0,,Agent 3
5/14/2021,540,1,23229,83,0,2163,334,25726,25726,5,5,69,0,1,0,,Agent 12
8/6/2021,540,1,19635,81,2,1300,1108,22043,21812,10,18,68,0,0,1,,Agent 46
2/10/2021,540,1,14948,75,3,144,4388,19480,18655,18,0,47,0,0,0,,Agent 46
3/16/2021,542,1,21943,85,4,1695,560,24198,23574,21,0,40,0,0,0,,Agent 29
9/3/2021,540,1,15282,70,2,1480,281,17043,17032,16,1,171,0,1,0,,Agent 12
7/21/2021,541,1,17520,72,2,1272,956,19748,19596,10,17,89,0,0,1,,Agent 46
5/21/2021,540,1,11438,54,4,120,252,11810,11422,5,5,92,123,0,1,,Agent 30
3/19/2021,32,1,1824,3,0,0,31,1855,1855,0,0,1,0,0,0,,Agent 47
5/27/2021,513,1,13920,49,0,1379,412,15711,15711,25,6,129,0,1,0,,Agent 28
6/22/2021,514,1,15533,60,0,0,218,15751,15751,11,0,50,160,1,0,,Agent 30
3/1/2021,545,1,12271,68,7,1320,2869,16460,15807,26,0,12,0,0,0,,Agent 19
8/23/2021,557,1,15677,44,1,2302,549,18528,18136,15,3107,58,0,0,1,,Agent 36
2/10/2021,541,1,19535,77,0,1766,3746,25047,25047,6,0,56,0,0,0,,Agent 28
4/8/2021,525,1,13353,55,1,671,303,14327,14325,7,0,109,0,1,0,,Agent 12
9/28/2021,548,1,20370,56,14,1646,336,22352,18309,82,12,65,0,0,1,,Agent 29
1/7/2021,538,1,18242,60,2,2210,3265,23717,23632,6,0,24,0,0,0,,Agent 12
11/17/2021,507,1,17486,46,4,3170,354,21010,20165,20,9,81,0,1,0,,Agent 21
7/2/2021,514,1,12691,32,2,2152,299,15142,14744,10,16,37,0,1,0,,Agent 35
11/26/2021,421,1,12411,19,0,707,144,13262,13262,3,0,139,0,1,0,,Agent 22
6/29/2021,539,1,14283,65,0,259,903,15445,15445,2,14,127,0,0,1,,Agent 46
10/1/2021,540,1,14714,50,6,759,312,15785,13938,45,1,102,0,0,1,,Agent 15
5/25/2021,544,1,14029,57,1,1095,401,15525,15464,1,5,140,0,0,1,,Agent 15
10/12/2021,541,1,15529,87,1,787,1267,17583,17223,24,14,98,0,0,1,,Agent 46
3/15/2021,468,1,20376,83,3,1645,1841,23862,23497,15,0,10,0,0,0,,Agent 41
8/20/2021,7,1,,,,,,,,0,0,7,0,0,0,,Agent 7
4/23/2021,494,1,15782,52,3,2361,334,18477,18128,8,0,90,0,1,0,,Agent 41
9/15/2021,541,1,11534,38,0,219,541,12294,12294,33,63,125,0,0,1,,Agent 28
1/22/2021,534,1,14961,69,0,1842,3281,20084,20084,12,0,60,0,0,0,,Agent 12
11/12/2021,541,1,21011,58,4,2513,582,24106,23463,53,8,27,0,0,1,,Agent 29
6/1/2021,7,1,,,,,,,,7,0,0,0,0,0,,NULL
10/8/2021,543,1,11688,41,3,188,290,12166,11689,32,5,132,76,0,1,,Agent 30
2/25/2021,488,1,13027,49,0,236,487,13750,13730,5,0,42,0,0,0,,Agent 34
1/5/2021,549,1,24324,50,0,2043,961,27328,26872,4,0,1,0,0,0,,Agent 5
2/6/2021,213,1,9352,31,1,457,511,10320,9117,21,0,25,0,0,0,,Agent 41
12/28/2020,552,1,18933,66,1,3505,507,22945,22923,7,0,25,0,0,0,,Agent 29
7/12/2021,520,1,21189,57,7,1097,731,23017,21873,11,3,62,0,1,0,,Agent 5
3/23/2021,555,1,24167,72,0,1787,2026,27980,27980,9,0,33,0,0,0,,Agent 28
7/20/2021,511,1,17866,86,2,2517,545,20928,20671,10,12,91,0,1,0,,Agent 9
9/2/2021,545,1,15450,38,1,2280,435,18165,17917,10,18,93,0,0,1,,Agent 36
2/19/2021,564,1,15326,68,3,81,1151,16558,16191,9,0,34,0,0,0,,Agent 30
7/19/2021,544,1,21345,64,4,1008,393,22746,22134,17,3,43,0,0,1,,Agent 15
7/27/2021,541,1,14056,43,4,2529,814,17399,17062,7,15,47,0,1,0,,Agent 14
8/10/2021,512,1,21855,83,0,1412,919,24186,24186,28,1,12,0,1,0,,Agent 28
7/20/2021,510,1,13518,90,2,2569,433,16520,16228,9,13,92,0,1,0,,Agent 3
2/26/2021,540,1,14891,54,2,3126,1282,19299,19098,7,0,36,0,0,0,,Agent 36
10/19/2021,510,1,17812,46,4,3856,356,22024,21757,8,7,79,0,1,0,,Agent 48
9/17/2021,543,1,17695,59,0,1881,777,20353,20353,17,1,123,0,1,0,,Agent 28
3/22/2021,543,1,19341,73,2,1216,542,21099,20946,8,0,36,0,0,0,,Agent 29
11/26/2021,540,1,7973,33,2,1076,1095,10144,9841,30,3,163,26,1,0,,Agent 19
7/20/2021,511,1,20349,71,1,1539,364,22252,22192,6,5,83,0,1,0,,Agent 12
9/13/2021,540,1,12906,36,3,4418,420,17744,17224,13,19,76,0,0,1,,Agent 36
2/5/2021,539,1,20490,74,3,1500,563,22553,22444,11,0,61,0,0,0,,Agent 29
10/15/2021,538,1,15583,67,1,1341,929,17853,17468,8,14,116,0,0,1,,Agent 46
9/3/2021,539,1,13063,76,0,445,823,14331,14331,5,24,166,0,0,1,,Agent 46
3/3/2021,540,1,15257,43,5,1500,678,17435,17213,4,0,101,0,0,0,,Agent 35
5/12/2021,1701,1,14491,38,5,1863,511,16865,15373,25,18,71,0,0,1,,Agent 36
8/20/2021,481,1,15520,49,2,1185,623,17328,17298,8,1,86,0,1,0,,Agent 41
12/31/2020,359,1,16810,52,0,2912,324,20046,20046,5,0,7,0,0,0,,Agent 29
2/5/2021,480,1,16260,53,2,2335,1453,20048,19970,13,0,46,0,0,0,,Agent 41
9/10/2021,556,1,19952,37,0,1679,327,21958,21958,12,6,81,0,1,0,,Agent 22
5/11/2021,544,1,15072,83,4,964,1903,17939,17338,33,14,81,34,1,0,,Agent 19
